,Nombredecrditsactifs,FLOORSMAXMODE,EXTSOURCE3,YEARSBEGINEXPLUATATIONMEDI,Nombredecrditsrembourss,EXTSOURCE2,OBS30CNTSOCIALCIRCLE,bureauMontantdesdettesactuelles,CODEGENDER,REGCITYNOTWORKCITY,NAMEFAMILYSTATUSMarried,DAYSBIRTH,FLAGOWNCAR,FLAGPHONE,REGIONRATINGCLIENTWCITY,NAMETYPESUITEUnaccompanied,YEARSBEGINEXPLUATATIONAVG,FLAGOWNREALTY,AMTANNUITY,ORGANIZATIONTYPESelfemployed,FLAGDOCUMENT3,bureauNombredejoursdepuisladerniredemande,AMTGOODSPRICE,NAMEINCOMETYPEWorking,AMTCREDIT,REGIONRATINGCLIENT,DAYSEMPLOYED,IPPaiementensouffrancemoyen,NAMEEDUCATIONTYPESecondarysecondaryspecial,DAYSREGISTRATION,YEARSBEGINEXPLUATATIONMODE,DAYSLASTPHONECHANGE,NAMECONTRACTTYPECashloans,CNTCHILDREN,TOTALAREAMODE,OCCUPATIONTYPELaborers,ORGANIZATIONTYPEBusinessEntityType3,REGCITYNOTLIVECITY,FLOORSMAXMEDI,NAMEEDUCATIONTYPEHighereducation,NAMEFAMILYSTATUSSinglenotmarried,DAYSIDPUBLISH,WEEKDAYAPPRPROCESSSTARTFRIDAY,OCCUPATIONTYPESalesstaff,WEEKDAYAPPRPROCESSSTARTTHURSDAY,FLAGDOCUMENT6,REGIONPOPULATIONRELATIVE,IPRetardmoyendespaiements,OCCUPATIONTYPECorestaff,OCCUPATIONTYPEDrivers,WEEKDAYAPPRPROCESSSTARTMONDAY,LIVEREGIONNOTWORKREGION,FLAGEMAIL,FLOORSMAXAVG,bureauMontantcrditsencours,ORGANIZATIONTYPESchool,HOURAPPRPROCESSSTART,AMTINCOMETOTAL,WEEKDAYAPPRPROCESSSTARTWEDNESDAY,DEF30CNTSOCIALCIRCLE,ORGANIZATIONTYPETransporttype3,FLAGWORKPHONE,OCCUPATIONTYPESecuritystaff,LIVECITYNOTWORKCITY,WEEKDAYAPPRPROCESSSTARTTUESDAY,NAMEHOUSINGTYPEHouseapartment,PreviousMontantdemandmoyen,ORGANIZATIONTYPETradetype7,ORGANIZATIONTYPEAgriculture,WEEKDAYAPPRPROCESSSTARTSATURDAY,NAMETYPESUITEFamily,FLAGEMPPHONE,CNTFAMMEMBERS,NAMEFAMILYSTATUSSeparated,NAMEINCOMETYPEStateservant,ORGANIZATIONTYPEOther,NAMEHOUSINGTYPEMunicipalapartment,DEF60CNTSOCIALCIRCLE,OBS60CNTSOCIALCIRCLE,OCCUPATIONTYPEHighskilltechstaff,NAMEFAMILYSTATUSWidow,SKIDCURR
45,7.0,0.0417,0.445396241560834,0.9717,7.0,0.2906310801784493,0.0,2748744.36,1,0,1,-18552,0,0,3,1,0.9717,1,51178.5,0,1,-2740.0,697500.0,1,798777.0,3,-2425,-7628.772374999999,1,-3294.0,0.9717,-1766.0,1,0,0.0073,1,1,0,0.0417,0,0,-2096,0,0,0,0,0.018029,13.215656565656566,0,0,0,0,0,0.0417,5693906.880000001,0,10,202500.0,0,0.0,0,0,0,0,0,1,447195.75,0,0,1,0,1,2.0,0,0,0,0,0.0,0.0,0,0,100358
46,,0.1667,0.656158373001177,0.9866,2.0,0.5092289549980366,2.0,0.0,0,0,1,-19840,1,0,2,1,0.9841,0,26874.0,0,1,-2514.0,261000.0,1,261000.0,2,-3761,214.0849038461539,1,-1325.0,0.9786,-1780.0,1,0,0.0724,1,0,0,0.1667,0,0,-3323,0,0,1,0,0.0145199999999999,3.50141317016317,0,0,0,0,0,0.2221,1350000.0,0,10,157500.0,0,0.0,0,0,0,0,0,1,85161.6,0,0,0,0,1,2.0,0,0,0,0,0.0,2.0,0,0,100367
47,4.0,0.125,0.164414178829907,0.9747,5.0,0.3785445267666673,1.0,9504072.0,0,0,1,-11746,1,1,2,1,0.9747,0,22149.0,0,0,-2589.0,360000.0,1,431280.0,2,-1804,690.641826923077,0,-1095.0,0.9747,0.0,1,1,0.047,0,1,0,0.125,1,0,-2911,0,0,0,0,0.0072739999999999,14.612296037296037,0,0,0,0,1,0.125,10750432.5,0,14,180000.0,0,0.0,0,0,0,0,1,1,78867.0,0,0,0,0,1,3.0,0,0,0,0,0.0,1.0,0,0,100382
48,1.0,0.1667,,0.9771,,0.3942681389792175,0.0,85648.5,1,0,1,-11991,0,0,3,1,0.9771,1,28570.5,0,1,-407.0,360000.0,0,360000.0,3,-1303,1541.9378571428572,0,-5282.0,0.9772,-213.0,1,0,0.0681,0,0,0,0.1667,1,0,-936,0,0,0,0,0.018209,10.0,0,0,0,0,0,0.1667,85266.0,0,13,112500.0,1,0.0,0,0,0,0,0,0,56250.0,0,0,0,0,1,2.0,0,1,0,0,0.0,0.0,0,0,100384
49,4.0,,0.2837118826350007,,4.0,0.5767684103937347,0.0,1332774.0,0,0,1,-12567,1,0,2,0,,0,42268.5,0,1,-1618.0,544500.0,1,544500.0,2,-5041,0.0,0,-4640.0,,-256.0,1,1,,0,0,0,,0,0,-4565,0,0,1,0,0.028663,12.888194444444444,0,0,0,0,0,,3667095.0,0,13,229500.0,0,0.0,0,0,0,0,0,1,42216.0,0,0,0,1,1,3.0,0,0,0,0,0.0,0.0,0,0,100385
50,4.0,,0.5136937663039473,,2.0,0.5922055060542036,0.0,828706.5,1,0,0,-13622,0,0,2,1,,1,13383.0,0,1,-1037.0,157500.0,0,207396.0,2,-993,278.0432307692308,0,-5684.0,,-155.0,1,3,,0,0,0,,1,0,-2089,1,0,0,0,0.006629,11.795970695970697,1,0,0,0,1,,1780654.5,0,9,202500.0,0,0.0,0,0,0,0,0,0,183843.0,0,0,0,0,1,5.0,0,0,0,1,0.0,0.0,0,0,100386
51,2.0,0.3333,0.4066174366275036,0.9841,1.0,0.7904523245236238,0.0,1082421.0,0,0,1,-20520,0,0,2,1,0.9841,0,43546.5,0,1,-1480.0,900000.0,0,1024740.0,2,-3794,,0,-3157.0,0.9841,-3049.0,1,0,0.062,0,0,0,0.3333,1,0,-4057,0,0,0,0,0.010276,,0,0,1,0,0,0.3333,1416713.85,0,18,360000.0,0,0.0,0,1,0,0,0,1,,0,0,0,0,1,2.0,0,0,1,0,0.0,0.0,0,0,100399
52,2.0,0.1667,0.2091546988410069,0.9767,6.0,0.6625765416174567,6.0,0.0,1,0,1,-14343,0,0,3,0,0.9767,1,83110.5,0,1,-2088.0,1800000.0,0,2013840.0,3,-2682,0.0,0,-6069.0,0.9767,-533.0,1,0,0.0941,0,1,0,0.1667,1,0,-797,0,0,0,0,0.0105,14.625,0,0,0,0,0,0.1667,4404703.995,0,14,270000.0,1,0.0,0,0,0,0,0,1,161568.0,0,0,0,0,1,2.0,0,0,0,0,0.0,6.0,0,0,100404
53,,,0.6986675550534175,,1.0,0.6448227181476635,0.0,0.0,1,0,1,-16462,1,0,2,0,,0,31342.5,1,1,-1302.0,733500.0,0,869049.0,2,-2757,231.85248798076927,0,-4150.0,,-2358.0,1,0,,0,0,0,,1,0,-9,1,1,0,0,0.010147,9.275009426847662,0,0,0,0,0,,150858.0,0,10,157500.0,0,0.0,0,0,0,0,0,1,79249.15384615384,0,0,0,1,1,2.0,0,0,0,0,0.0,0.0,0,0,100416
54,1.0,,0.5797274227921155,,7.0,0.5166751955415115,0.0,89725.5,0,1,1,-18292,0,0,2,1,,0,16213.5,0,1,-1533.0,315000.0,1,315000.0,2,-1203,328.8145263157895,1,-4513.0,,-337.0,1,3,,1,0,0,,0,0,-1807,0,0,0,0,0.025164,9.716900584795322,0,0,0,0,0,,735460.8300000001,0,18,180000.0,0,0.0,0,1,0,1,0,1,110892.85714285714,0,0,1,0,1,5.0,0,0,0,0,0.0,0.0,0,0,100422
55,9.0,,0.4066174366275036,,7.0,0.5684200435668831,0.0,1629299.43,1,0,1,-14901,1,0,2,1,,1,65313.0,0,1,-1869.0,1125000.0,1,1125000.0,2,-6438,-239.11668,1,-3513.0,,-1364.0,1,0,,0,0,0,,0,0,-4258,0,0,0,0,0.028663,4.319333333333333,1,0,1,0,1,,4163453.5949999997,0,13,157500.0,0,0.0,0,0,0,0,0,1,165529.2857142857,0,0,0,0,1,2.0,0,0,0,0,0.0,0.0,0,0,100426
56,1.0,0.1667,0.5602843280409464,0.9771,3.0,0.6640709169996869,2.0,0.0,1,0,1,-10711,0,1,2,0,0.9771,1,23107.5,1,1,-727.0,450000.0,1,450000.0,2,-1327,0.0,0,-14.0,0.9772,-992.0,1,1,0.05,0,0,0,0.1667,1,0,-1272,0,1,0,0,0.030755,9.25,0,0,0,0,0,0.1667,132408.45,0,9,144000.0,1,1.0,0,0,0,0,0,1,52818.0,0,0,0,1,1,3.0,0,0,0,0,0.0,2.0,0,0,100438
57,1.0,,0.5388627065779676,,,0.2655718399366447,1.0,563260.5,0,0,1,-9731,0,0,2,1,,0,16443.0,0,1,-680.0,243000.0,0,300735.0,2,365243,0.0,1,-5251.0,,-975.0,1,1,,0,0,1,,0,0,-2314,0,0,0,0,0.016612,1.6166666666666667,0,0,0,0,1,,900000.0,0,11,202500.0,0,1.0,0,0,0,0,0,1,344020.5,0,0,1,0,0,3.0,0,0,0,0,1.0,1.0,0,0,100444
58,,0.375,,0.9856,,0.504134762347502,0.0,,0,0,0,-13188,0,0,2,1,0.9856,0,15237.0,0,1,,211500.0,1,278505.0,2,-126,726.8496428571428,1,-7143.0,0.9856,-1789.0,1,0,0.1524,1,0,0,0.375,0,1,-1257,0,0,1,0,0.018801,10.289285714285715,0,0,0,0,0,0.375,,0,15,135000.0,0,0.0,0,0,0,0,0,0,113141.25,0,0,0,0,1,1.0,0,0,1,0,0.0,0.0,0,0,100445
59,1.0,,0.5638350489514956,,3.0,0.0857030029138577,7.0,17793.0,0,1,0,-10015,1,0,2,1,,0,30465.0,0,1,-1340.0,472500.0,0,594121.5,2,-1283,-1612.6363636363637,0,-4322.0,,-456.0,1,0,,0,0,0,,1,1,-2694,0,0,1,0,0.019101,15.545454545454545,1,0,0,0,0,,313920.54,0,9,157500.0,0,0.0,0,0,0,1,0,1,77764.5,0,0,0,0,1,1.0,0,1,0,0,0.0,7.0,0,0,100446
60,1.0,,0.6801388218428291,,1.0,0.4877420933728962,3.0,54868.5,1,0,1,-21556,0,0,3,1,,1,9873.0,0,1,-1232.0,112500.0,0,130320.0,3,365243,0.0,0,-4896.0,,0.0,1,0,,0,0,0,,1,0,-5008,1,0,0,0,0.003069,6.985507246376812,0,0,0,0,0,,271350.0,0,10,99000.0,0,0.0,0,0,0,0,0,1,603240.0,0,0,0,0,0,2.0,0,0,0,0,0.0,3.0,0,0,100447
61,6.0,,0.3280631605201915,,3.0,0.6964225111331641,0.0,635562.0,1,0,1,-22995,0,0,2,1,,1,7110.0,0,1,-2753.0,90000.0,0,90000.0,2,365243,1215.6675,1,-10775.0,,-575.0,1,0,,0,0,0,,0,0,-3516,0,0,1,0,0.035792,9.666666666666666,0,0,0,0,0,,1611939.06,0,10,40500.0,0,0.0,0,0,0,0,0,1,45000.0,0,0,0,0,0,2.0,0,0,0,0,0.0,0.0,0,0,100450
62,2.0,,0.363945238612397,,9.0,0.6768346788470393,1.0,1646284.5,1,1,1,-22986,0,0,2,0,,1,18747.0,0,1,-2048.0,234000.0,1,261801.0,2,-2062,201.76190476190476,1,-8014.0,,-2888.0,1,0,,0,0,0,,0,0,-4415,0,0,0,0,0.035792,12.986547565494934,0,0,1,0,1,,2972857.5,1,17,175500.0,0,0.0,0,0,0,1,0,1,217455.02500000002,0,0,0,0,1,2.0,0,0,0,0,0.0,1.0,0,0,100466
63,4.0,,0.445396241560834,,5.0,0.7048113313247231,2.0,251968.5,1,1,1,-15358,0,0,2,1,,1,25578.0,0,1,-2783.0,675000.0,0,675000.0,2,-3235,0.0,0,-7912.0,,-480.0,1,1,,0,0,0,,1,0,-4830,0,0,0,0,0.0060079999999999,20.633333333333333,1,0,0,0,0,,1335337.92,0,13,202500.0,1,0.0,0,0,0,1,0,1,101315.7,0,0,0,0,1,3.0,0,0,0,0,0.0,2.0,0,0,100483
64,1.0,0.1667,0.6397075677637197,0.9771,1.0,0.5942687302880564,5.0,0.0,1,0,1,-21975,0,1,2,0,0.9771,1,66415.5,1,0,-2760.0,1741500.0,1,1907010.0,2,-1083,906.3393954248367,0,-12431.0,0.9772,-1363.0,1,0,0.0883,0,0,0,0.1667,1,0,-4962,0,0,0,1,0.0196889999999999,10.545223476596025,1,0,0,0,1,0.1667,54000.0,0,8,202500.0,1,1.0,0,1,0,0,0,1,303473.25,0,0,0,1,1,2.0,0,0,0,0,1.0,5.0,0,0,100484
65,,0.0833,0.6577838002083306,0.9985,8.0,0.3079020349658547,0.0,0.0,1,1,0,-10476,0,0,2,1,0.9985,1,36747.0,1,0,-1931.0,675000.0,1,675000.0,2,-2786,0.0,0,-725.0,0.9985,-1798.0,1,0,0.0325,0,0,1,0.0833,1,0,-3136,0,1,0,0,0.030755,10.25,0,0,1,0,0,0.0833,1145917.935,0,13,135000.0,0,0.0,0,1,0,0,0,1,247500.0,0,0,0,0,1,2.0,0,0,0,0,0.0,0.0,0,0,100494
66,5.0,0.1667,0.4031416766587513,0.9826,4.0,0.3439003270929021,0.0,2137279.5,0,0,0,-15070,1,0,2,1,0.9826,0,21969.0,0,1,-2536.0,405000.0,1,405000.0,2,-1169,-1695.0,1,-6699.0,0.9826,-682.0,1,0,0.0688,0,0,0,0.1667,0,1,-4110,0,0,0,0,0.007114,10.56140350877193,0,1,0,0,0,0.1667,4959441.0,0,14,315000.0,0,0.0,0,0,0,0,1,0,301500.0,0,0,0,0,1,1.0,0,0,0,1,0.0,0.0,0,0,100510
67,1.0,0.0417,,0.9881,,0.7323831066763843,4.0,431356.5,1,0,0,-23681,0,1,2,1,0.9881,1,13815.0,0,0,-165.0,112500.0,0,130320.0,2,365243,0.0,1,-3536.0,0.9881,-158.0,1,0,0.0099,0,0,0,0.0417,0,1,-4863,0,0,0,1,0.0038179999999999,21.6,0,0,0,0,0,0.0417,450000.0,0,4,92250.0,1,0.0,0,0,0,0,0,1,97713.0,0,0,0,0,0,1.0,0,0,0,0,0.0,4.0,0,0,100512
68,4.0,0.3333,0.622922000268356,0.9747,10.0,0.6990006602336026,6.0,5576026.5,1,0,1,-15265,0,0,2,0,0.9747,1,32296.5,0,1,-2002.0,630000.0,0,630000.0,2,-1685,0.0,1,-231.0,0.9747,-2297.0,1,0,0.0589,0,0,0,0.3333,0,0,-2295,0,1,0,0,0.026392,9.919070512820513,0,0,0,0,0,0.3333,6861546.45,0,12,279000.0,1,0.0,0,1,0,0,0,1,250209.0,1,0,0,1,1,2.0,0,0,0,0,0.0,6.0,0,0,100517
69,3.0,0.1667,0.4956658291397297,0.9871,12.0,0.3827771269872223,0.0,91471.5,1,0,0,-23982,0,0,2,1,0.9871,1,11821.5,0,0,-2703.0,135000.0,0,156384.0,2,365243,580.4773977272728,0,-3369.0,0.9871,-1434.0,1,0,0.0303,0,0,0,0.1667,1,1,-4340,0,0,0,1,0.031329,14.678860028860027,0,0,0,0,0,0.1667,936940.5900000001,0,14,87750.0,1,0.0,0,0,0,0,0,1,72242.52631578948,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0,0,100548
70,1.0,,0.4365064990977374,,4.0,0.6101448727932867,4.0,255375.0,1,0,1,-20537,0,0,2,1,,1,31788.0,0,1,-2518.0,720000.0,0,981360.0,2,365243,-1971.0907636363634,1,-168.0,,-2078.0,1,0,,0,0,0,,0,0,-1477,0,0,1,0,0.00963,6.951111111111111,0,0,0,0,0,,688815.0,0,12,144000.0,0,0.0,0,0,0,0,0,1,93657.27272727272,0,0,0,0,0,2.0,0,0,0,0,0.0,4.0,0,0,100551
71,2.0,,0.3706496323299817,,3.0,0.5475563590661789,2.0,3271824.0,0,1,1,-11611,1,0,2,1,,1,32170.5,0,1,-1593.0,238500.0,1,269982.0,2,-2117,156.97500000000002,1,-4930.0,,-2248.0,1,2,,1,0,1,,0,0,-4033,1,0,0,0,0.010147,12.15079365079365,0,0,0,0,1,,5611026.33,0,10,180000.0,0,0.0,0,0,0,0,0,1,237807.91349999997,0,0,0,0,1,4.0,0,0,0,0,0.0,2.0,0,0,100552
72,,0.3333,0.7910749129911773,0.9851,1.0,0.668926677741423,0.0,0.0,0,0,0,-11604,1,0,2,1,0.9851,0,10278.0,0,1,-2921.0,126000.0,0,165915.0,2,-3552,-651.3444000000001,1,-5576.0,0.9851,-2746.0,1,0,0.2713,0,1,0,0.3333,0,1,-4239,0,0,0,0,0.031329,35.042857142857144,0,0,0,0,0,0.3333,90000.0,0,8,126000.0,0,0.0,0,0,0,0,1,1,99870.0,0,0,0,0,1,1.0,0,0,0,0,0.0,0.0,0,0,100553
73,6.0,0.3333,0.2188590822283744,0.9866,1.0,0.2731936266061187,3.0,1069652.025,0,0,1,-11819,1,1,2,1,0.9866,1,8140.5,0,0,-1311.0,67500.0,1,67500.0,2,-2612,460.63537684564466,1,-9781.0,0.9866,-1257.0,1,0,0.1522,1,1,0,0.3333,0,0,-4134,1,0,0,0,0.015221,3.0489571561000135,0,0,0,0,0,0.3333,1551010.5,0,12,180000.0,0,0.0,0,0,0,0,0,1,185763.68181818182,0,0,0,0,1,2.0,0,0,0,0,0.0,3.0,0,0,100561
74,3.0,0.125,0.0441303158529594,0.9871,4.0,0.3197248970630974,0.0,422599.5,0,1,1,-10018,0,1,2,1,0.9871,0,24709.5,0,1,-1274.0,270000.0,1,312768.0,2,-464,0.0,1,-4394.0,0.9871,-207.0,1,0,0.0674,0,0,0,0.125,0,0,-2671,1,1,0,0,0.02461,12.566666666666668,0,0,0,0,0,0.125,834889.14,0,14,112500.0,0,0.0,0,1,0,1,0,1,99959.4,0,0,0,0,1,2.0,0,0,0,0,0.0,0.0,0,0,100568
75,,,,,,0.6745249480913912,0.0,,1,0,1,-15253,0,0,2,1,,1,42174.0,0,1,,360000.0,0,400392.0,2,-6186,3350.010721153847,0,-5.0,,-1459.0,1,1,,0,0,0,,1,0,-5219,0,0,0,0,0.009334,12.538461538461538,1,0,1,0,0,,,0,11,225000.0,0,0.0,0,0,0,0,0,1,129891.0,0,0,0,0,1,3.0,0,0,0,0,0.0,0.0,0,0,100569
76,,,,,,0.7045564897720468,2.0,,0,1,1,-16659,1,0,2,0,,1,26077.5,0,1,,283500.0,0,328405.5,2,-243,172.90050000000002,1,-2132.0,,-2687.0,1,0,,0,0,0,,0,0,-186,0,0,0,0,0.01885,7.787087912087912,0,0,1,1,0,,,0,9,180000.0,0,0.0,0,0,1,1,0,1,141422.4,0,0,0,0,1,2.0,0,0,0,0,0.0,2.0,0,0,100591
77,1.0,0.375,0.7898803468924867,0.9945,2.0,0.6206767695433769,0.0,451507.5,1,0,0,-21128,0,0,2,1,0.9945,1,30006.0,0,0,-2300.0,702000.0,0,831730.5,2,365243,3130.184408866995,1,-455.0,0.9945,0.0,1,0,0.099,0,0,0,0.375,0,0,-4284,0,0,0,1,0.025164,2.667077175697865,0,0,1,0,0,0.375,695241.0,0,14,180000.0,0,0.0,0,0,0,0,0,1,152357.14285714287,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0,1,100592
78,,,,,,0.6785637263083949,0.0,,1,0,0,-10310,0,0,1,0,,0,23008.5,0,1,,450000.0,1,450000.0,1,-968,0.0,1,-1625.0,,-1371.0,1,0,,0,0,0,,0,1,-2079,0,0,0,0,0.04622,13.569444444444445,0,0,1,0,0,,,0,9,99000.0,0,0.0,0,1,0,0,0,1,119137.5,0,0,0,1,1,1.0,0,0,0,0,0.0,0.0,0,0,100602
79,3.0,0.1667,0.5478104658520093,0.9806,1.0,0.6467135635803658,6.0,1082175.03,0,0,1,-17088,1,0,2,1,0.9806,1,23107.5,0,1,-1007.0,450000.0,0,450000.0,2,-1727,1663.631535326087,1,-10415.0,0.9757,-1472.0,1,0,0.0785,1,0,0,0.25,0,0,-637,0,0,0,0,0.028663,7.573369565217391,0,0,1,0,0,0.25,2178000.0,0,9,135000.0,0,0.0,0,0,0,0,0,1,105000.0,0,0,0,0,1,2.0,0,0,0,0,0.0,6.0,0,0,100607
80,,,,,,0.5898375066653111,0.0,,0,0,1,-22580,0,1,3,1,,1,24525.0,0,1,,454500.0,0,526491.0,3,365243,254.73548076923078,0,-1595.0,,-1400.0,1,0,,0,0,0,,0,0,-3913,0,0,0,0,0.018209,11.967948717948717,0,0,0,0,0,,,0,7,45000.0,1,0.0,0,0,0,0,0,1,76339.125,0,0,0,0,0,2.0,0,0,0,0,0.0,0.0,0,0,100613
81,7.0,,0.1229554179088549,,6.0,0.6011305056142987,1.0,476608.5,1,0,1,-12133,0,0,1,1,,1,24696.0,0,1,-2824.0,360000.0,0,481176.0,1,-291,200.55375,0,-6212.0,,0.0,1,2,,0,0,0,,1,0,-3643,1,0,0,0,0.032561,16.427777777777777,1,0,0,0,1,,1488048.21,0,14,202500.0,0,0.0,0,0,0,0,0,1,43648.3125,0,0,0,0,1,4.0,0,0,0,0,0.0,1.0,0,0,100617
82,2.0,,0.3046721837533529,,4.0,0.5741292648365941,0.0,1708218.0,1,1,1,-15322,1,1,2,1,,0,39924.0,0,1,-2642.0,675000.0,1,781920.0,2,-534,0.0,1,-209.0,,-1310.0,1,0,,1,0,0,,0,0,-5600,0,0,0,0,0.02461,10.864361471861471,0,0,0,0,0,,4716000.0,0,10,202500.0,1,0.0,0,1,0,1,0,1,499686.4285714286,0,0,0,0,1,2.0,0,0,0,0,0.0,0.0,0,0,100618
83,1.0,,0.4206109640437848,,5.0,0.2947234081267146,0.0,9360.0,0,0,0,-10470,0,1,2,1,,0,9058.5,1,1,-915.0,90000.0,1,111384.0,2,-3064,0.0,1,-4531.0,,-1391.0,1,0,,1,0,0,,0,1,-3055,1,0,0,0,0.010147,9.530555555555557,0,0,0,0,0,,100755.0,0,19,67500.0,0,0.0,0,1,0,0,0,0,75386.25,0,0,0,0,1,1.0,0,0,0,0,0.0,0.0,0,0,100622
84,,,,,,0.5837453979138977,0.0,,1,0,1,-12104,0,0,2,0,,0,32400.0,1,1,,585000.0,1,735579.0,2,-4358,1918.752586363636,1,-5809.0,,-2424.0,1,1,,0,0,0,,0,0,-1419,0,0,1,0,0.010032,4.942272727272727,0,0,0,0,1,,,0,5,112500.0,0,0.0,0,0,0,0,0,0,161227.8,0,0,0,1,1,3.0,0,0,0,1,0.0,0.0,0,0,100625
85,6.0,0.0833,0.2091546988410069,0.9692,1.0,0.6507498898246993,2.0,8403989.76,1,1,1,-14806,0,0,2,1,0.9692,1,22459.5,0,1,-1321.0,328500.0,0,402214.5,2,-620,0.0,1,-489.0,0.9692,-2352.0,1,1,0.0418,0,1,0,0.0833,0,0,-3039,0,0,1,0,0.02461,46.6,1,0,0,0,1,0.0833,9486862.74,0,11,252000.0,0,0.0,0,0,0,1,0,1,30456.0,0,0,0,0,1,3.0,0,0,0,0,0.0,2.0,0,0,100677
86,3.0,0.1667,0.6413682574954046,0.9816,5.0,0.3643069022857584,3.0,1377094.5,0,0,1,-13444,1,0,3,1,0.9816,1,23134.5,0,1,-2484.0,270000.0,1,323460.0,3,-1659,275.40982758620686,0,-2988.0,0.9816,-1901.0,1,1,0.0858,1,0,0,0.1667,1,0,-4436,0,0,0,0,0.020246,6.194444444444444,0,0,0,0,0,0.1667,3617991.7199999997,0,7,225000.0,1,0.0,0,0,0,0,0,1,172012.5,0,0,0,0,1,3.0,0,0,1,0,0.0,3.0,0,0,100699
87,3.0,0.125,0.133429254467317,0.9742,1.0,0.1400531333331133,2.0,181138.5,0,0,0,-8839,0,0,3,1,0.9742,1,25015.5,0,1,-647.0,315000.0,0,315000.0,3,-148,222.583125,1,-8210.0,0.9742,-209.0,1,0,0.0319,0,1,0,0.125,0,0,-1503,0,1,0,0,0.018209,19.75,0,0,1,0,0,0.125,369765.0,0,17,175500.0,0,0.0,0,0,0,0,0,1,113463.75,0,0,0,0,1,2.0,0,0,0,0,0.0,2.0,0,0,100702
88,2.0,0.1667,0.3490552510751822,0.9786,3.0,0.3065522993502637,1.0,155587.77000000002,1,0,1,-16107,0,0,2,1,0.9786,1,63085.5,0,0,-2348.0,1363500.0,1,1525482.0,2,-9070,0.0,0,-8068.0,0.9782,-852.0,1,0,0.0651,0,0,0,0.1667,1,0,-2972,0,0,0,0,0.010032,8.75,0,0,1,0,0,0.1667,1192718.25,0,11,180000.0,0,0.0,0,0,0,0,0,0,227016.0,0,0,0,0,1,2.0,0,0,0,1,0.0,1.0,1,0,100711
89,,,0.3706496323299817,,1.0,0.377845152729456,2.0,0.0,0,1,1,-15974,0,0,3,1,,0,14220.0,0,1,-866.0,180000.0,1,180000.0,3,-472,497.10113839285714,1,-5283.0,,-2019.0,1,1,,0,0,0,,0,0,-5319,0,0,0,0,0.010556,20.44642857142857,0,0,1,0,0,,20080.62,0,14,112500.0,0,0.0,0,1,0,1,0,1,94874.14285714286,0,0,0,0,1,3.0,0,0,0,0,0.0,2.0,1,0,100729
90,,,,,,0.352725511085655,0.0,,1,1,1,-10302,0,0,2,0,,0,21559.5,0,1,,225000.0,1,296280.0,2,-615,0.0,1,-1956.0,,-451.0,1,1,,1,0,0,,0,0,-2705,0,0,0,0,0.010643,6.0,0,0,0,0,0,,,0,15,67500.0,0,0.0,0,1,0,1,0,1,35307.0,0,0,0,1,1,3.0,0,0,0,0,0.0,0.0,0,0,100740
91,,,,,,0.4072754189233125,0.0,,1,0,1,-10426,0,1,2,0,,1,17905.5,1,1,,225000.0,1,225000.0,2,-666,0.0,1,-1580.0,,0.0,1,2,,0,0,0,,0,0,-20,0,1,0,0,0.010006,7.363636363636363,0,0,1,0,0,,,0,15,144000.0,0,0.0,0,1,0,0,0,1,156012.75,0,0,0,0,1,4.0,0,0,0,0,0.0,0.0,0,0,100744
92,2.0,,0.5867400085415683,,,0.4667684848289578,17.0,3584.475,1,0,1,-11000,0,0,3,0,,1,29034.0,0,1,-1458.0,900000.0,1,900000.0,3,-2266,865.8683766233767,1,-5278.0,,-1783.0,1,0,,0,0,0,,0,0,-3680,0,0,0,0,0.020713,5.340347152847153,0,0,1,0,0,,72200.655,0,9,135000.0,0,0.0,0,1,0,0,0,1,77677.875,0,0,0,0,1,2.0,0,0,0,0,0.0,16.0,0,0,100745
93,6.0,0.3333,0.3077366963789207,0.9866,6.0,0.5627194869842227,0.0,3988518.255,0,0,0,-8842,1,1,3,0,0.9866,1,54769.5,0,1,-1025.0,625500.0,0,691551.0,3,-839,-3701.9249999999997,0,-4283.0,0.9866,-356.0,1,0,0.1245,0,1,0,0.3333,0,0,-1485,0,0,1,0,0.007305,3.4166666666666665,0,1,0,0,0,0.3333,7437730.5,0,9,495000.0,0,0.0,0,1,0,0,0,1,221386.5,0,0,0,0,1,2.0,0,0,0,0,0.0,0.0,0,0,100747
94,4.0,0.0417,0.1951984060044098,0.9781,4.0,0.2770837796910885,5.0,1258245.0,1,0,1,-14469,0,0,3,1,0.9781,0,14517.0,0,1,-2706.0,450000.0,1,450000.0,3,-4949,-4056.3184285714287,1,-661.0,0.9782,-1882.0,1,1,0.0163,0,0,0,0.0417,0,0,-5678,0,0,0,0,0.020246,8.223809523809523,0,0,0,0,0,0.0417,2989861.875,0,13,67500.0,0,1.0,0,1,0,0,0,1,318417.0,0,0,1,0,1,3.0,0,0,1,0,1.0,5.0,0,0,100751
